Job ID,Language,Level
1,English,B2
2,English,B2
2,Polish,B2
3,English,B2
4,English,C2
6,Polish,B2
6,English,B2
8,Polish,C1
8,English,B2
9,English,C1
11,Polish,B2
11,English,B2
12,Polish,C1
12,English,C1
14,English,B2
15,English,B2
17,Polish,B2
18,English,C1
21,Polish,C1
22,English,B2
23,Polish,C2
26,English,B2
28,English,C1
32,English,C1
34,Polish,C2
34,English,B2
35,English,B2
36,English,C1
37,English,B2
39,Polish,C2
39,English,B2
40,English,B2
42,English,B2
44,English,C1
44,Polish,C1
45,English,B2
46,English,C1
48,English,B2
49,English,B2
51,English,C1
52,Polish,B2
52,English,C1
54,English,B2
56,English,B2
57,English,B2
58,English,C1
60,English,C1
61,English,B2
62,English,C1
63,English,B2
64,English,B2
66,English,C1
69,English,C1
70,English,B2
71,English,B2
72,English,B2
73,English,B2
74,Polish,C1
74,English,B2
75,English,B2
76,English,B2
76,Italian,C1
79,English,B2
80,English,B2
80,Polish,C2
81,English,C1
83,English,C1
84,English,B2
85,English,B2
86,Polish,C2
90,English,B2
91,Polish,B2
91,English,C1
94,English,B2
96,English,B2
97,English,C1
98,English,B2
98,Ukrainian,C1
100,English,B2
102,Polish,C1
103,English,B2
104,English,C1
104,Turkish,C1
105,English,B2
107,Polish,C1
109,Polish,C2
109,English,C1
111,English,C1
112,English,B2
113,English,B2
114,Polish,C1
114,English,C1
116,Polish,B2
116,English,B2
117,English,C1
118,English,C1
119,Polish,C1
119,English,C1
122,Polish,C1
122,English,B2
124,Polish,C2
124,English,B2
125,Polish,C1
125,English,C1
127,English,B2
128,Polish,C1
130,English,C1
133,Polish,C1
133,English,B2
135,English,B2
136,Polish,C1
136,English,C1
138,English,B2
139,English,C1
140,English,C1
140,Polish,C1
141,English,B2
142,Polish,C1
143,Polish,C2
143,English,C1
144,English,C1
145,English,C1
147,English,C1
148,English,B2
149,Polish,C2
151,English,B2
152,Polish,C2
152,English,B2
154,Polish,B2
154,English,C1
157,Polish,C1
157,English,B2
158,English,B2
159,English,B2
160,English,C1
161,Polish,C1
167,English,B2
168,Polish,C2
168,English,B2
169,English,B2
170,English,B2
171,English,C1
173,English,B2
174,English,C1
176,Polish,C1
176,English,B2
178,English,C1
185,English,B2
186,English,C1
186,German,C1
188,English,C1
189,Polish,C2
191,Polish,B2
191,English,B2
193,English,B2
194,English,C1
195,Polish,B2
195,English,B2
196,Polish,C1
197,English,C1
197,Polish,C1
198,German,B2
200,English,B2
202,English,C1
203,Polish,C2
206,English,C1
207,Polish,C2
207,English,B2
208,English,B2
209,English,B2
211,English,B2
212,English,C1
213,English,C1
215,English,C1
216,English,C1
217,English,C1
218,English,B2
219,English,C1
220,Polish,C1
220,English,B2
222,Polish,B2
222,English,C1
224,English,B2
227,English,C1
227,Polish,C2
229,English,B1
229,Polish,C2
231,English,C1
232,Polish,C1
233,English,B2
234,English,B2
236,English,C1
237,English,B2
237,French,B2
239,English,C1
239,Polish,C1
241,English,C1
242,Polish,C2
242,English,B2
244,English,B2
246,English,C1
246,Hebrew,C1
247,English,B2
247,Polish,B2
248,English,B2
249,English,C1
250,Polish,C2
250,English,B2
251,English,C1
252,Polish,C2
252,English,B2
254,Polish,C1
254,English,B2
256,English,B2
257,English,C1
257,Polish,B2
258,English,C1
258,German,B1
259,English,B2
261,Polish,C1
261,English,B2
262,English,B2
263,English,C1
264,English,B2
266,Polish,C1
267,English,B2
268,English,B2
269,English,C1
270,Polish,C1
270,English,B2
272,English,B2
274,English,B2
275,Polish,C2
275,English,C1
276,English,C1
277,English,B2
279,English,B2
280,Polish,C1
280,English,B2
283,English,B2
284,English,B2
285,English,C1
286,English,B2
287,French,B2
287,English,B2
288,Polish,C2
288,English,C1
291,Polish,B2
291,English,B2
294,Polish,C1
296,English,B2
298,English,B2
299,English,B2
300,Polish,B2
300,English,B2
301,English,B1
302,English,B2
303,Polish,C2
308,English,B2
310,Polish,C1
310,English,B2
311,Polish,C1
313,English,C1
314,Polish,C2
314,English,B2
315,English,B1
316,English,B2
317,English,C1
317,Polish,C1
318,English,B2
322,English,B2
323,English,B2
324,English,C1
327,English,B2
330,English,B2
331,English,C1
332,English,B2
333,English,B1
333,Polish,B1
335,English,C1
336,English,C1
339,English,B2
342,English,C1
343,English,C1
344,English,C1
345,English,C1
346,English,B2
347,English,B2
348,English,C1
349,English,C1
350,Polish,B2
350,English,B2
351,English,C1
351,Polish,C2
353,English,C1
354,English,B2
357,English,C1
358,Dutch,C1
360,Polish,C1
363,English,C1
364,Polish,C2
364,English,B2
365,Polish,C2
365,English,B2
366,English,B2
367,English,B2
369,English,B2
370,English,B2
371,Polish,C2
371,English,C1
372,English,B2
373,English,B2
376,English,B2
379,English,B2
382,English,B2
383,English,B2
384,Polish,B2
384,English,B2
385,English,C1
386,English,B2
387,English,B2
388,English,C1
389,English,C1
391,Polish,C2
391,English,C1
393,English,B2
395,Polish,B2
395,English,C1
396,English,C1
397,English,B2
399,English,C1
407,English,C1
408,English,C1
