Job ID,Language,Level
288,English,B2
289,Polish,C2
291,English,B2
294,Polish,C2
294,English,C1
295,English,C1
296,Polish,C2
296,English,B2
298,English,C1
299,English,C1
301,English,C1
304,English,B2
305,Polish,C1
305,English,B2
306,Polish,C1
308,English,C1
310,Polish,C2
310,English,C1
312,English,C1
313,English,C1
314,English,B2
317,English,B2
318,English,B2
319,English,B2
320,English,C1
321,English,B2
322,English,B2
323,Polish,C1
324,English,B2
325,English,C1
327,English,C1
329,English,B1
330,English,C2
332,English,B2
333,English,B2
333,Ukrainian,C1
334,English,B2
337,English,B2
341,English,C1
344,Polish,C1
344,English,B2
345,Polish,C1
345,English,C1
347,English,B2
348,English,C1
349,English,B2
350,Polish,B2
350,English,B2
351,English,B2
353,English,C1
355,English,B2
355,Italian,C1
356,English,B2
356,Polish,C2
357,English,C1
359,Polish,C1
359,English,C1
360,English,B2
361,English,B2
362,English,C1
363,Polish,C2
363,English,B2
364,Polish,C1
364,English,B2
365,Polish,C1
370,English,C1
372,English,B2
374,English,B2
376,English,B2
378,English,C1
379,English,B2
384,English,C1
385,English,B2
388,English,B2
390,English,B2
391,English,C1
391,Polish,C1
392,English,C1
393,English,C1
393,German,B1
395,English,B2
396,English,B2
397,English,B2
399,English,C1
402,Polish,C2
402,English,B1
404,English,B2
405,Polish,C1
405,English,C1
406,Polish,C1
406,English,B2
408,French,B2
408,English,B2
409,Polish,B2
409,English,B2
410,English,B2
415,English,B2
418,English,B2
419,English,C1
423,English,C1
423,Hebrew,C1
425,English,C1
426,English,B2
428,Polish,B2
428,English,B2
429,English,C1
430,English,B2
431,English,B2
433,Polish,C2
433,English,B2
434,English,B2
435,English,C1
436,Polish,C1
436,English,B2
437,English,C1
437,Polish,C1
439,English,C1
440,English,C1
441,English,B2
442,English,C1
443,Polish,C2
443,English,C1
444,English,B2
445,English,C1
446,English,C1
447,Polish,C2
449,English,B2
450,English,C1
450,Polish,B2
451,English,B2
452,English,C1
453,English,B2
454,English,C1
457,English,C1
459,English,C1
459,Polish,C1
460,Polish,C2
460,English,B2
461,Polish,C1
461,English,B2
463,English,B2
463,Polish,B2
466,English,C1
468,English,B2
469,English,B2
473,English,B2
474,English,C1
477,English,C1
478,English,B2
479,English,B2
480,English,C1
481,Polish,C1
482,Polish,C1
482,English,B2
484,English,C1
485,English,C1
487,English,C1
489,English,B2
491,English,B2
491,Polish,B2
492,Polish,B2
492,English,B2
494,Polish,C1
495,Polish,C2
496,Polish,C1
496,English,C1
497,Polish,C2
497,English,B2
498,English,B2
500,Polish,B2
500,English,B2
502,English,B2
503,English,B2
505,English,B2
506,English,B2
507,Polish,C1
507,English,B2
508,English,B2
509,Polish,B2
509,English,C1
510,Polish,C2
510,English,C1
511,Polish,C2
511,English,B2
512,English,B2
513,English,B2
514,English,B2
515,English,C1
515,German,C1
516,English,B2
517,English,B2
517,Polish,A2
519,English,C1
520,Polish,C2
521,English,C2
524,Polish,C1
525,English,C1
526,Polish,C1
527,English,B2
529,English,C1
529,German,C1
530,English,B2
531,Polish,C2
531,English,B2
532,English,B2
533,English,C1
535,English,B2
537,Polish,C1
540,English,B2
541,English,B2
545,English,C1
548,English,B2
551,English,C1
552,Polish,C2
552,English,B2
553,English,B2
554,English,B2
555,English,C1
556,English,B2
557,English,C1
560,English,B2
561,English,A1
564,English,C1
565,English,B2
566,Polish,C1
566,English,B2
568,English,B2
569,English,C1
570,Polish,C1
570,English,B2
571,English,B2
572,English,B2
573,English,C1
576,English,B2
577,Polish,C1
577,English,B2
578,English,C1
580,Polish,C2
580,English,C1
581,English,C1
583,English,B2
584,English,B2
585,English,C1
587,English,B2
589,English,C1
592,English,B2
593,English,B2
594,English,C1
595,Polish,C1
595,English,B2
597,English,C1
598,English,B2
599,English,B2
599,Spanish,C1
600,English,C1
601,English,B2
603,Polish,C1
603,English,C1
604,English,C1
605,English,B2
605,Polish,C1
607,English,C1
609,English,B2
610,English,C1
611,English,C1
612,English,B2
613,Polish,C2
613,English,B2
614,English,B2
616,Polish,C1
616,English,B2
617,English,C1
618,English,B2
621,English,B2
622,English,B2
622,French,B2
625,English,C1
626,English,B2
627,English,B2
629,English,C1
631,English,B2
632,English,B2
633,English,B2
635,English,B2
636,English,C1
637,Polish,C2
637,English,B2
638,Polish,C2
638,English,C1
639,English,C1
639,Polish,C1
640,English,B2
640,Polish,B2
641,Polish,C2
641,English,B2
644,Polish,C1
646,Polish,C1
646,English,B1
647,English,C1
648,Polish,C1
648,English,B2
652,Polish,C2
652,English,B2
653,English,C1
653,Polish,B2
654,Polish,C2
655,English,B2
656,English,B2
658,English,B2
659,English,B2
659,Polish,C1
660,English,B2
662,English,B2
663,Polish,C1
663,English,B2
664,Polish,B2
664,English,B2
665,English,B2
667,English,B2
668,Polish,C2
668,English,B2
669,Polish,C1
669,English,B2
672,English,C1
672,Polish,C1
674,English,C1
675,Polish,B2
675,English,B2
676,English,C1
676,Polish,C1
677,English,B2
678,English,B2
679,English,B2
682,English,B2
684,Polish,C2
685,English,C1
686,English,B2
688,German,C1
688,English,C1
