Job ID,Technology,Experience Level
46,Jira,regular
46,Google Workspace,regular
46,Rodo,nice to have
47,Big Data,regular
47,Business Intelligence,regular
47,SQL,regular
47,Teradata,regular
47,Snowflake,regular
47,Databricks,regular
47,Machine Learning,regular
47,AI,regular
47,Python,regular
48,VBA,regular
48,Tableau,regular
48,CRM,regular
48,MS Excel,regular
48,Power BI,regular
49,MongoDB,regular
49,MySQL,regular
49,Oracle,regular
49,Java,regular
49,Python,regular
50,Power BI,advanced
50,MS SQL,advanced
50,English,advanced
50,ETL tools,regular
50,Proactivity,regular
50,Critical thinking,regular
50,Data modeling,regular
50,Python,junior
50,Azure,nice to have
51,English,B2
51,E-commerce,advanced
51,UX,advanced
51,SQL,advanced
51,A/B Tests,advanced
52,Polish,B2
52,PostgreSQL,regular
52,Power BI,regular
52,SQL Server,regular
52,Oracle,regular
52,Tableau,nice to have
52,SSRS,nice to have
53,English,B2
53,Identity and Access Management (IAM),regular
53,Microsoft Identity Manager (MIM),regular
53,SQL,regular
53,Active Directory,regular
53,.Net (C#),nice to have
54,English,C1
54,DBT,advanced
54,Data Vault,advanced
54,Snowflake,advanced
54,SQL,advanced
54,Python,advanced
54,AWS,regular
54,Matillion,nice to have
55,Polish,C2
55,Informatica Powercenter,master
55,PostgreSQL,advanced
55,GCP,advanced
55,Oracle,advanced
56,English,C1
56,Big Data,advanced
56,Data Science,advanced
56,Python,advanced
56,AWS,regular
56,Azure,regular
56,Docker,regular
56,GCP,regular
56,SQL,regular
56,CI/CD,regular
57,English,C1
57,NumPy,advanced
57,Pandas,advanced
57,Python,advanced
57,Data Science,advanced
58,English,C1
58,PyTorch,advanced
58,Machine Learning,regular
58,ML,regular
58,AI,regular
59,SQL,advanced
59,ETL tools,advanced
59,Data modeling,regular
59,Cloud Platforms,regular
59,Python,regular
59,Shell,regular
59,Bash,regular
60,English,B2
60,Python,regular
60,Azure,regular
60,Databricks,regular
60,Apache Spark,regular
60,Snowflake,junior
61,English,B2
61,Polish,B2
61,Cloud,advanced
61,CI/CD,advanced
61,ETL,advanced
61,GCP,advanced
61,AWS,nice to have
61,CRM,nice to have
61,Azure,nice to have
62,Azure,advanced
62,Data Lakehouse,regular
62,Synapse,regular
62,Databricks,regular
62,Delta Lake,regular
62,SQL,regular
62,Apache Spark,regular
62,Microsoft Fabric,junior
63,Relacyjne Bazy Danych,advanced
63,PostreSQL,regular
63,MySQL,regular
63,MsSQL,regular
63,Oracle,regular
63,Enterprise Architect,regular
64,English,C1
64,Tableau,nice to have
64,Big Data,nice to have
65,PostgreSQL,regular
65,ETL,regular
65,ETL tools,regular
65,SQL,regular
65,Oracle,regular
65,Python,regular
65,Enterprise Architect,regular
65,Big Data,regular
66,Scala,regular
66,Apache Spark,regular
66,Microsoft SQL,regular
66,Python,regular
66,Apache Hadoop,regular
66,Databricks,nice to have
67,SQL,advanced
67,Python,advanced
67,Scala,advanced
67,Power BI,advanced
68,English,C1
68,AWS,regular
68,Data modeling,regular
68,ETL,regular
68,ELT,regular
68,Data Warehousing,regular
68,Terraform,regular
68,CloudFormation,regular
68,SQL,regular
68,Python,regular
68,Snowflake,nice to have
69,SQL,advanced
69,Qlik,regular
69,Tableau,regular
69,BI,regular
69,PowerBi,regular
69,GCP,nice to have
69,BigQuery,nice to have
70,English,B2
70,Databricks,advanced
70,Python,advanced
70,Apache Spark,advanced
70,SQL,advanced
70,Azure,regular
70,AWS,regular
71,English,C1
71,Power BI,advanced
71,SQL,advanced
71,Power Automate,advanced
71,Snowflake,nice to have
71,Python,nice to have
72,English,B2
72,Azure,advanced
72,Synapse Analytics,advanced
72,Databricks,advanced
72,SQL,advanced
72,Python,advanced
72,Microsoft Fabric,nice to have
73,Polish,B2
73,Datawarehouse,regular
73,SQL,regular
73,ETL,regular
73,Microsoft Azure,nice to have
73,Databricks,nice to have
73,Scrum,nice to have
74,English,B2
74,DBT,advanced
74,Snowflake,advanced
75,AWS,advanced
75,DevOps,advanced
75,CI/CD,advanced
75,PySpark,regular
75,Hadoop,regular
75,Python,regular
75,Big Data,regular
76,English,B2
76,Polish,B2
76,Unix,master
76,Data Build Tool,advanced
76,Git,advanced
76,XML,advanced
76,GitFLow,advanced
76,JSON,advanced
76,YAML,advanced
76,Snowflake,advanced
76,SQL,advanced
77,SQL,master
77,Google Cloud Platform,advanced
77,BigQuery,advanced
77,PowerBi,advanced
77,Python,advanced
78,Power BI,regular
78,SQL,regular
78,Python,regular
78,ETL,regular
78,DAX,regular
79,English,B2
79,PL/SQL,advanced
79,Unix,advanced
79,Oracle,regular
79,SQL,regular
79,Perl,regular
79,Jenkins,regular
79,Ansible,regular
79,Agile,regular
79,GitHub,regular
79,Jira,nice to have
80,English,B2
80,SQL,regular
80,T-SQL,regular
80,SSRS,regular
80,SSAS,regular
81,Polish,C2
81,ETL,regular
81,ETL tools,regular
81,PySpark,regular
81,Jira,regular
81,SQL,regular
81,Python,regular
81,Enterprise Architect,regular
81,Big Data,regular
82,English,B2
82,SQL,regular
82,Python,regular
82,Jira,regular
82,GitHub,regular
82,Datadog,regular
82,API,regular
82,Grafana,regular
82,Tableau,regular
82,ETL tools,regular
83,English,B2
83,Data,advanced
83,Communication,advanced
84,Jira,advanced
84,Confluence,advanced
84,Ansible,advanced
84,Linux/Unix,advanced
84,Oracle WebLogic,advanced
84,SQL,advanced
84,Oracle Data Guard,advanced
84,Oracle RAC,advanced
84,oracle database,advanced
85,English,C1
85,AWS,advanced
85,Bash,advanced
85,Python,advanced
85,IaC,advanced
85,CI/CD,advanced
86,English,B2
86,Python,nice to have
86,SQL,nice to have
86,Spark,nice to have
86,Scala,nice to have
86,PySpark,nice to have
86,ETL,nice to have
87,English,B1
87,Machine Learning,advanced
87,SQL,advanced
87,Python,advanced
88,Polish,B2
88,English,B2
88,Power BI,advanced
88,SQL,advanced
88,DAX,advanced
88,Snowflake,nice to have
88,Dynamics 365,nice to have
89,English,C1
89,Software Development,advanced
89,Python,advanced
89,Big Data,advanced
89,PySpark,regular
89,Azure,regular
89,Amazon AWS,regular
90,English,B2
90,PL/SQL,advanced
90,SQL,advanced
90,Apex,regular
90,Relational Databases,regular
90,Oracle,regular
90,CI/CD,junior
91,Bash,advanced
91,Databases,advanced
91,PL/SQL,advanced
91,Oracle DB,advanced
91,Oracle,advanced
91,SQL,regular
91,Linux OS,regular
91,Virtualization,junior
91,Python,nice to have
92,English,B2
92,Tableau,regular
92,Tableau Server,regular
92,QlikSense,nice to have
93,English,B2
93,PySpark,advanced
93,Azure,advanced
93,Databricks,advanced
93,Python,advanced
93,Snowflake,nice to have
94,PySpark,advanced
94,Azure,advanced
94,Databricks,advanced
94,Python,advanced
94,Azure DevOps,regular
94,DBT,nice to have
94,DLT,nice to have
94,Docker,nice to have
94,Data Vault,nice to have
95,English,B2
95,Database administration,advanced
95,MS SQL Server,advanced
95,Powershell,advanced
96,Polish,C1
96,English,B2
96,Looker,advanced
96,Google Cloud Platform,advanced
96,LookML,advanced
96,Airflow,regular
96,DBT,regular
96,dataform,regular
96,Azure,regular
96,DAX,regular
96,SQL,regular
96,SSAS,regular
97,redhat,regular
97,Linux,regular
97,PL/SQL,regular
97,Oracle,regular
97,Redis,nice to have
97,PostgreSQL,nice to have
97,Shell,nice to have
97,Perl,nice to have
97,Python,nice to have
97,Cassandra,nice to have
98,Apache Hadoop,master
98,Apache Spark,nice to have
99,English,B2
99,Power BI,master
99,DAX,advanced
99,Data modeling,advanced
99,SQL,advanced
99,Microsoft Dynamics CRM,nice to have
99,Business Central,nice to have
99,Google Analytics,nice to have
100,Polish,C2
100,Azure,advanced
100,Python,advanced
100,Machine Learning,advanced
101,English,C1
101,AWS,advanced
101,Spark,advanced
101,SQL,advanced
101,Python,advanced
101,Data Integration,advanced
101,Hadoop,regular
101,Iceberg,nice to have
101,Hive,nice to have
102,English,C1
102,German,B1
102,GenAI,advanced
102,Machine Learning,advanced
102,SQL,advanced
102,Python,advanced
102,Vertex AI,regular
102,Cloud Storage,regular
102,GCP,regular
102,Terraform,regular
102,BigQuery,regular
102,Cloud Run,regular
103,SQL,advanced
103,Python,advanced
103,BigQuery,advanced
103,Spark,advanced
103,GCP,advanced
103,Ansible,advanced
104,Polish,C1
104,English,C1
104,Data Warehousing,advanced
104,dimensional modeling,advanced
104,Data modeling,advanced
104,PostgreSQL,nice to have
104,data vault 2.0,nice to have
104,Snowflake,nice to have
104,Oracle,nice to have
105,English,C1
105,ETL,advanced
105,Java,advanced
105,SQL,advanced
105,Python,advanced
106,Polish,B2
106,English,B2
106,MS SQL Server,advanced
106,SSIS,advanced
106,SSRS,advanced
106,ETL tools,regular
106,Power BI,regular
106,Azure DevOps,nice to have
107,English,C1
107,"Data Guard, RMAN, Data Pump",advanced
107,Linux,advanced
107,Oracle,advanced
107,Oracle GoldenGate,junior
107,RAC (ASM) environment (19c),junior
108,English,B2
108,Python,advanced
108,Databricks,advanced
108,SQL,advanced
108,BI Backend,advanced
108,Microsoft Azure,advanced
108,Data Factory,regular
109,SQL,advanced
109,JavaScript,advanced
109,Python,advanced
109,Machine Learning,regular
109,CI/CD,regular
109,AI,regular
110,Airflow,regular
110,AI,regular
110,Scrum,regular
110,Azure,regular
110,Kafka,regular
110,Python,regular
111,English,B2
111,Qlik,regular
111,QlikSense,regular
111,Qlik Server,regular
112,DevOps,advanced
112,PostgreSQL,advanced
112,Ansible,advanced
112,Docker,advanced
112,Hadoop,advanced
112,Kubernetes,advanced
112,Apache Hadoop,advanced
112,Big Data,advanced
112,Apache Spark,advanced
113,Polish,C1
113,GCP,regular
113,Cloud FinOps,regular
113,Ansible,regular
113,Terraform,regular
114,English,B2
114,Python,junior
114,RDBMS,junior
114,DWH,junior
114,Linux,junior
114,Docker,junior
114,Kubernetes,junior
114,Java,nice to have
114,Scala,nice to have
115,MS SQL,master
115,Data modeling,master
116,Data,advanced
116,PL/SQL,advanced
116,Unix,advanced
116,Oracle PL/SQL,advanced
116,SQL,advanced
116,Perl,advanced
116,Jenkins,advanced
116,Ansible,advanced
116,GitHub,advanced
116,Jira,advanced
117,English,B2
117,Python,advanced
117,SQL,advanced
117,Spark,advanced
117,TensorFlow,advanced
117,PyTorch,advanced
117,GCP/AWS/AZURE,regular
118,English,B2
118,AWS,advanced
118,Databricks,advanced
118,Python,advanced
118,Apache Spark,advanced
118,Machine Learning,regular
118,AI,regular
118,Azure,nice to have
119,Cloud,advanced
119,SaaS,advanced
119,IaaS,advanced
119,PaaS,advanced
120,Dutch,C1
120,Azure DevOps,advanced
120,Microsoft Fabric,advanced
120,CI/CD,advanced
120,Data modeling,advanced
120,Data Marts,advanced
120,Identity Access Management,advanced
120,Data models,advanced
121,English,B2
121,Spark,advanced
121,Azure Data Factory,advanced
121,Databricks,advanced
121,SQL,advanced
122,Polish,B2
122,English,B2
122,SQL,regular
122,Google Cloud Platform,regular
122,ETL,regular
122,ELT,regular
122,Python,regular
122,PySpark,regular
122,Airflow,regular
122,CI/CD,regular
122,DHW,regular
123,English,C1
123,MS Excel,advanced
123,SQL,advanced
123,Looker,nice to have
123,Tableau,nice to have
123,Python,nice to have
124,Polish,C1
124,English,B2
124,MS SQL Server,advanced
124,T-SQL,advanced
124,Microsoft Azure Cloud,advanced
124,Azure Services,advanced
124,SQL,advanced
124,Microsoft Fabric,advanced
124,PySpark,regular
124,Databricks,regular
124,Python,regular
124,ADF,regular
125,Polish,C1
125,English,C1
125,SQL,advanced
125,Python,regular
126,English,B2
126,Apache Spark,regular
126,PySpark,regular
126,Azure,regular
126,Databricks,regular
126,Delta Lake,regular
126,Python,regular
126,SQL,regular
127,English,B2
127,Big Data,advanced
127,SQL,advanced
127,English,advanced
127,BigQuery,regular
127,Glue,regular
127,Python,regular
127,Analytics,junior
127,Athena,junior
127,Airflow,junior
128,English,B2
128,Polish,C1
128,Python,advanced
128,SQL,advanced
128,ETL,advanced
128,Data Warehousing,advanced
128,Airflow,regular
128,Pandas,regular
128,GCP,regular
128,Amazon AWS,regular
128,Azure,junior
128,Docker,junior
129,Python,advanced
129,Kubernetes,regular
129,SQL,regular
129,Data Lake/Lakehouse,regular
129,Airflow,regular
129,PySpark/Pandas,regular
129,ETL,regular
129,MLOps,nice to have
129,DevSecOps,nice to have
130,Polish,C2
130,Oracle DB,master
130,PL/SQL,master
130,XML,advanced
130,JSON,advanced
130,Scrum,advanced
130,Jira,advanced
130,Python,nice to have
131,SQL,master
131,MS Excel,advanced
131,Python,nice to have
131,Jupyter Notebook,nice to have
132,Azure,advanced
132,Data Factory,advanced
132,ETRM,advanced
133,English,advanced
133,Python,advanced
133,Data Science,advanced
133,Machine Learning,regular
133,Cloud,regular
133,Big Data,nice to have
134,QlikSense,regular
134,CI/CD,regular
134,SQL,regular
134,Big Data,regular
134,Hive,regular
134,Agile,regular
135,English,C1
135,DBT,advanced
135,Snowflake,advanced
135,AWS or Azure,regular
135,GitLab,regular
135,Leadership,nice to have
136,AWS,regular
136,Python,regular
136,TypeScript,regular
136,Machine Learning,nice to have
136,AI,nice to have
137,English,C1
137,Data Science,regular
137,Python,regular
137,Algorithms,regular
137,SQL,regular
137,Databricks,nice to have
137,BigQuery,nice to have
137,Power BI,nice to have
137,Tableau,nice to have
137,GitHub,nice to have
137,DevOps,nice to have
138,English,B2
138,Data Science,advanced
138,AI,regular
139,English,B2
139,AWS,advanced
139,Airflow,advanced
139,ETL,advanced
139,Terraform,advanced
139,Kafka,advanced
139,Java,advanced
139,SQL,advanced
139,Scala,advanced
139,Apache Spark,advanced
140,Polish,C2
140,TM1,regular
140,Tagetik,regular
140,IBM Cognos Controller,regular
140,CDM,regular
141,English,C1
141,Azure,advanced
141,AWS,advanced
141,GCP,advanced
141,Databrics,advanced
141,Microsoft Azure,advanced
141,Amazon AWS,advanced
141,Google Cloud Platform,advanced
141,Databrics Spark,advanced
141,PySpark,advanced
141,SQL,advanced
142,Python,advanced
142,Data Science,regular
142,Machine Learning,regular
142,SQL,regular
142,MLOps,regular
142,Docker,regular
142,NoSQL,regular
142,Redis,regular
142,Linux,regular
143,Data Lake,advanced
143,Azure,advanced
143,Azure Data Factory,advanced
143,ETRM,advanced
143,•	Databricks,regular
144,English,C1
144,Databricks,advanced
144,SQL,advanced
144,Python,advanced
144,Airflow,regular
144,Apache Kafka,regular
144,Cloud,regular
144,DBT,regular
144,Databases,regular
144,Flink,regular
144,Apache Hadoop,regular
145,C#,advanced
145,Go,advanced
145,Python,advanced
145,Apache Spark,regular
146,English,B2
146,Google Cloud Platform,advanced
146,ETL,advanced
146,Data Warehousing,advanced
146,GCP,advanced
146,BigQuery,advanced
146,SQL,advanced
146,Python,advanced
146,Apache,nice to have
146,IntelliJ,nice to have
146,Gradle,nice to have
147,Bazy Danych,junior
147,SQL,junior
147,C#,nice to have
147,Git,nice to have
147,C++,nice to have
147,Delphi,nice to have
148,English,B2
148,AWS,regular
148,Google Cloud Platform,regular
148,Palantir,regular
148,Palantir Foundry,regular
148,Azure,regular
148,Data modeling,regular
148,SQL,regular
148,Python,regular
148,Git,nice to have
148,CI/CD,nice to have
149,English,C1
149,Microservices,advanced
149,Python,advanced
149,AWS,regular
149,Terraform,regular
150,Jenkins,advanced
150,CI/CD,advanced
150,Ansible,advanced
150,Spark,advanced
150,Hadoop,advanced
150,Kafka,advanced
150,Big Data,advanced
150,Linux,regular
151,Python,regular
151,R,regular
151,SQL,regular
151,Machine Learning,junior
151,BigQuery,junior
152,Polish,B2
152,English,B2
152,Machine Learning,advanced
152,AWS,advanced
152,Git,advanced
152,Jenkins,advanced
152,CI/CD,advanced
152,PyTorch,advanced
152,Docker,advanced
152,Kubernetes,advanced
152,Python,advanced
152,NLP,nice to have
153,English,B2
153,Apache Spark,advanced
153,Azure Data Factory,advanced
153,Azure Data Storage,advanced
153,Azure DevOps,advanced
153,Data,advanced
154,English,B2
154,QlikSense,regular
154,Qlik Server,regular
155,PM,regular
155,Helios,regular
155,Risk Management,regular
156,French,B2
156,English,B2
156,Microsoft Copilot,master
156,D365,advanced
156,Power Platform,advanced
156,Azure,advanced
156,AI,regular
156,Python,regular
156,Azure AI Engineer Associate,nice to have
157,clean coder,regular
157,Jira,regular
157,OpenShift,regular
157,Agile,regular
157,SQL,regular
158,C++,advanced
158,Git,regular
158,Python,regular
158,Docker,junior
158,SQL,junior
158,AWS,nice to have
159,English,B2
159,GCP,advanced
159,Python,advanced
159,Data Engineering,advanced
159,Airflow,regular
159,Terraform,regular
160,Power Automate Desktop,nice to have
160,Power Platform,nice to have
160,Power Automate,nice to have
161,English,C1
161,Data Science,advanced
161,Statistics,regular
161,Cloud,regular
161,SQL,regular
161,adtech,junior
161,Python,junior
162,English,B2
162,AWS,master
162,CI/CD,advanced
162,Agile,advanced
162,Python,advanced
162,Big Data,advanced
162,Apache Kafka,regular
162,Apache Spark,regular
163,ETL tools,master
163,CRM,advanced
163,DBT,advanced
163,Snowflake,advanced
163,AWS,regular
163,Azure,regular
163,SQL,regular
163,Salesforce,junior
163,NetSuite,nice to have
164,English,C1
164,Databricks,master
164,Microsoft Azure,advanced
164,Microsoft SQL,advanced
164,Azure,advanced
164,Microsoft Azure Cloud,advanced
164,Azure Services,advanced
164,Azure DevOps,advanced
164,Python,advanced
164,Big Data,advanced
165,English,C1
165,Azure Databricks,advanced
165,Terraform,advanced
165,Azure Cloud,advanced
166,English,C1
166,Microstrategy,master
167,English,B2
167,Data Warehousing,advanced
167,Communication,advanced
167,Data modeling,advanced
167,Team Player,advanced
167,SQL,advanced
167,CI/CD,nice to have
167,Bash,nice to have
167,Java,nice to have
167,Python,nice to have
168,English,B2
168,CI/CD,advanced
168,SQL and NoSQL databases,advanced
168,Python,advanced
168,Data Engineering,advanced
168,DevOps,regular
168,Google Cloud,regular
168,Data Warehouse,regular
168,Tech Lead,regular
169,Polish,C1
169,Power BI,regular
169,Microsoft Analysis Services,regular
169,Oracle,regular
169,Microsoft SQL,regular
169,SQL,regular
169,PLSQL,regular
169,Transact-SQL,regular
169,Microsoft SQL Server,regular
169,ETL,regular
169,ELT,regular
170,Polish,C1
170,Python,regular
170,Machine Learning,regular
170,TensorFlow,regular
170,PyTorch,regular
170,AI,regular
170,LLMs,regular
170,R,nice to have
170,SQL,nice to have
170,Java,nice to have
170,Big Data,nice to have
171,Databricks,junior
171,Snowflake,junior
172,English,C1
172,Turkish,C1
172,Azure,regular
172,OR,regular
173,AWS,advanced
173,Informatica,advanced
173,SQL Server,advanced
173,Hadoop,advanced
173,MySQL,advanced
173,Snowflake,advanced
173,PowerBi,advanced
173,ERWIN,advanced
173,Oracle,advanced
173,NoSQL,advanced
174,English,advanced
174,SQL,advanced
174,Python,advanced
175,Polish,C1
175,English,B2
175,Data,advanced
175,Google Cloud Platform,regular
175,GCP,regular
175,BigQuery,regular
175,Google Cloud,regular
175,Oracle,regular
176,English,B1
176,Polish,B1
176,MySQL,advanced
176,PostgreSQL,advanced
176,AWS Aurora,advanced
176,SQL Serve,advanced
176,NoSQL,advanced
176,DynamoDB,advanced
176,Redis,advanced
176,reliability,advanced
176,Cloud Database Management,advanced
176,MongoDB,regular
177,English,C1
177,SQL,master
177,Python,advanced
177,Google Cloud Platform,regular
177,GCP,regular
177,BigQuery,regular
177,MS SQL,regular
178,English,B2
178,Qlik,regular
178,Terradata,regular
178,Informatica,regular
178,Amazon Redshift,regular
178,Snowflake,regular
178,Databricks,regular
178,Google Big Query,regular
178,Microsoft Fabric,regular
179,Polish,C2
179,English,B2
179,Data,advanced
179,Team Leadership,regular
179,Python,regular
179,Dagster,regular
179,Airflow,regular
179,SQL,regular
179,Lake,regular
179,LakeHouse,regular
179,PySpark,nice to have
179,Databricks,nice to have
180,Cybersecurity,regular
180,engineering,regular
180,product owner,regular
180,Data protection,regular
180,Risk Management,regular
181,Power BI,advanced
181,DAX,advanced
181,SQL,regular
181,Data modeling,regular
181,data governance,regular
182,English,B2
182,Python,advanced
182,Java,advanced
182,Big Data,advanced
182,Scala,advanced
182,SQL,advanced
182,NoSQL,advanced
182,Kubernetes,advanced
182,Airflow,advanced
182,AWS,advanced
182,Flink,advanced
183,SQL,advanced
183,ETL tools,regular
183,BI tools,regular
183,Data modeling,regular
183,Snowflake,regular
183,Redshift,regular
183,Python,regular
183,R,regular
184,English,C1
184,Python,advanced
184,Big Data,advanced
184,Apache Spark,advanced
184,CI/CD,regular
184,Data Warehousing,regular
184,Databricks,regular
184,Data Integration,regular
184,Apache Kafka,nice to have
185,Python,master
185,Data Science,master
185,NumPy,advanced
185,Pandas,advanced
185,Amazon AWS,regular
186,English,B1
186,T-SQL,regular
186,ActiveX Data Objects,regular
186,Delphi,regular
186,Microsoft SQL Server,regular
187,English,C1
187,Spark,advanced
187,SQL,advanced
187,Python,advanced
187,Scala,advanced
187,Data Warehousing,regular
187,BigQuery,regular
187,Data modeling,regular
188,Python,advanced
188,Databricks,advanced
188,Azure,regular
188,Spark,regular
188,SQL,regular
188,CI/CD,junior
188,Docker,junior
188,Stream Analytic,nice to have
189,English,B2
189,SQL,advanced
189,Google Cloud Platform,advanced
189,ETL,advanced
189,BigQuery,advanced
189,DBT,advanced
189,Apache Airflow,regular
189,Cloud Composer,regular
189,Kafka,regular
189,Looker Studio,regular
189,CI/CD,regular
190,Polish,B2
190,English,B2
190,SQL,regular
190,Python,regular
190,PySpark,regular
190,Airflow,regular
190,ETL,regular
