Job ID,Technology,Experience Level
0,Relacyjne Bazy Danych,advanced
0,PostreSQL,regular
0,MySQL,regular
0,MsSQL,regular
0,Oracle,regular
0,Enterprise Architect,regular
1,English,B2
1,Spark,advanced
1,Snowflake,advanced
1,Databricks,advanced
1,AWS,regular
2,English,B2
2,Polish,B2
2,Python,regular
3,English,B2
3,DBT,advanced
3,Snowflake,advanced
3,SQL,advanced
3,Python,advanced
3,Java,advanced
3,C#,advanced
3,CI/CD,advanced
3,Git,advanced
3,Power BI,nice to have
4,English,C2
4,Azure,master
4,Databricks,master
4,Python,master
4,SQL,master
4,Scala,regular
5,Databricks,junior
5,Snowflake,junior
6,Polish,B2
6,English,B2
6,SQL,regular
6,Python,regular
6,PySpark,regular
6,Airflow,regular
6,ETL,regular
6,Google Cloud Platform,regular
6,AWS,regular
6,Azure,regular
7,SQL Server,regular
7,Databases,regular
7,MySQL,regular
7,Oracle,regular
7,AWS,nice to have
7,Google Cloud Platform,nice to have
7,Azure,nice to have
8,Polish,C1
8,English,B2
8,MS SQL Server,advanced
8,T-SQL,advanced
8,Microsoft Azure Cloud,advanced
8,Azure Services,advanced
8,SQL,advanced
8,Microsoft Fabric,advanced
8,PySpark,regular
8,Databricks,regular
8,Python,regular
8,ADF,regular
9,English,C1
9,"Python,",advanced
9,Azure,advanced
9,Databricks,advanced
9,ADF,advanced
9,Synapse,regular
9,Pureview,regular
10,Python,regular
10,SQL,regular
10,Snowflake,regular
10,PostgreSQL,regular
10,Elasticsearch,regular
10,Apache Spark,regular
10,Azure Databricks,regular
10,Airflow,regular
11,Polish,B2
11,English,B2
11,Data Engineering,master
11,Cloud,advanced
11,SQL,advanced
11,Python,advanced
12,Polish,C1
12,English,C1
12,Hadoop,master
12,Hive,master
12,HDFS,master
12,Apache Spark,master
12,Scala,regular
12,Google Cloud Platform,regular
12,SQL,regular
12,CI/CD,regular
12,Big Query,nice to have
12,Cloud Dataflow,nice to have
13,AWS,advanced
13,Docker,advanced
13,SQL,advanced
13,Python,advanced
13,Big Data,advanced
13,Apache Spark,advanced
13,Airflow,regular
13,Kubernetes,regular
13,Iceberg,nice to have
13,Java,nice to have
14,English,B2
14,Tableau,master
14,SQL,master
14,Python,master
14,Reporting,advanced
14,Power BI,junior
15,English,B2
15,AWS,master
15,CI/CD,advanced
15,Agile,advanced
15,Python,advanced
15,Big Data,advanced
15,Apache Kafka,regular
15,Apache Spark,regular
16,Big Data,advanced
16,Apache Spark,advanced
16,Hadoop,advanced
16,Kafka,advanced
16,Data storage,regular
16,Data modeling,regular
16,Docker,regular
16,Kubernetes,regular
17,Polish,B2
17,PostgreSQL,regular
17,Power BI,regular
17,SQL Server,regular
17,Oracle,regular
17,Tableau,nice to have
17,SSRS,nice to have
18,English,C1
18,PL/SQL,advanced
18,SQL,advanced
18,AIX,regular
18,Oracle DB,regular
18,CI/CD,regular
18,Test Automation,regular
19,PostgreSQL,advanced
19,Cosmos DB,advanced
19,MongoDB,advanced
19,Oracle,advanced
19,MS SQL Server,advanced
19,Data architecture,advanced
20,GCP,advanced
20,Python,advanced
20,CI/CD,regular
21,Polish,C1
21,Power BI,regular
21,Microsoft Analysis Services,regular
21,Oracle,regular
21,Microsoft SQL,regular
21,SQL,regular
21,PLSQL,regular
21,Transact-SQL,regular
21,Microsoft SQL Server,regular
21,ETL,regular
21,ELT,regular
22,English,B2
22,Darts,master
22,PyTorch,master
22,PySpark,master
22,TensorFlow,master
22,Prophet,advanced
22,Linear Regression,advanced
22,MLOps,advanced
22,XGBoost,regular
22,LSTM,regular
22,Arima,regular
23,Polish,C2
23,SQL,advanced
23,Airflow,regular
23,ETL,regular
23,Spark,regular
23,Hadoop,regular
23,Apache Airflow,regular
23,Python,regular
23,Apache Spark,regular
23,Docker,nice to have
23,Kubernetes,nice to have
24,Airflow,regular
24,AI,regular
24,Scrum,regular
24,Azure,regular
24,Kafka,regular
24,Python,regular
25,Databricks,advanced
25,Azure Synapse,advanced
25,Azure Data Lake,advanced
25,Cloud Data Platform,advanced
25,SQL,advanced
25,Data Vault,advanced
25,Data modeling,advanced
25,Data,advanced
25,Data analysis,advanced
26,English,B2
26,AWS,advanced
26,Airflow,advanced
26,Redshift,advanced
26,s3,advanced
26,Lambda,advanced
26,Snowflake,advanced
26,SQL,advanced
26,Python,advanced
27,Data,regular
27,AWS,regular
27,Python,regular
27,Databricks,regular
27,Spark,regular
27,DBT,regular
27,SQL,regular
27,CI/CD,nice to have
27,Airflow,nice to have
27,Dagster,nice to have
28,English,C1
28,MS Excel,regular
28,VBA,regular
28,Atlassian,regular
28,ITIL,regular
28,alteryx,nice to have
28,Power BI,nice to have
28,Power Automate,nice to have
28,Power Query,nice to have
28,SQL,nice to have
28,React,nice to have
29,PostgreSQL,advanced
29,ETL tools,advanced
29,MySQL,advanced
29,MongoDB,advanced
29,SQL,advanced
29,Enterprise Architect,advanced
29,DWH,advanced
29,Python,regular
30,Java,advanced
30,Spring Boot,advanced
30,CI/CD,advanced
30,GCP,advanced
30,streaming,advanced
30,Kafka,advanced
30,Apache  Beam,regular
30,Groovy,regular
31,Python,master
31,Data Science,master
31,NumPy,advanced
31,Pandas,advanced
31,Amazon AWS,regular
32,English,C1
32,AWS,advanced
32,CI/CD,advanced
32,T-SQL,advanced
32,Azure,advanced
32,GCP,advanced
32,MS SQL,advanced
32,SQL,advanced
33,ETL,regular
33,Spark,regular
33,Hadoop,regular
33,Kafka,regular
33,Java,regular
33,Python,regular
34,Polish,C2
34,English,B2
34,Azure,advanced
34,Databricks,advanced
34,SQL,advanced
34,Python,regular
34,Spark,regular
34,AWS,nice to have
34,Snowflake,nice to have
35,English,B2
35,AWS,advanced
35,ETL,advanced
35,English,advanced
35,Communication,advanced
35,SQL,advanced
35,Python,advanced
35,AI,regular
35,GCP,regular
36,English,C1
36,SQL,master
36,Data Vault,master
36,Python,master
36,DBT,advanced
36,AWS,nice to have
36,Snowflake,nice to have
37,English,B2
37,SQL,advanced
37,Google Cloud Platform,regular
38,Spark,advanced
38,Hadoop,advanced
38,SQL,advanced
38,Python,advanced
39,Polish,C2
39,English,B2
39,PostgreSQL,advanced
39,SQL,advanced
39,PLSQL,regular
39,PL/pgSQL,regular
39,MySQL,regular
39,Oracle,regular
40,English,B2
40,PL/SQL,advanced
40,T-SQL,advanced
41,Docker,advanced
41,SQL,advanced
41,Python,advanced
41,Big Data,advanced
41,Apache Spark,advanced
41,AWS,regular
41,Airflow,regular
41,Kubernetes,regular
41,Iceberg,nice to have
41,Java,nice to have
42,English,B2
42,ETL,advanced
42,Spark,advanced
42,JSON,advanced
42,Azure,advanced
42,Databricks,advanced
42,SQL,advanced
42,Python,advanced
42,Scala,advanced
42,Big Data,advanced
42,NoSQL,advanced
43,Hadoop,advanced
43,Cloudera,advanced
43,AWS,advanced
43,Azure,advanced
43,GCP,advanced
43,Python,advanced
43,PySpark,advanced
43,SQL,advanced
44,English,C1
44,Polish,C1
44,Postgres,advanced
44,Data Warehousing,advanced
44,Oracle,advanced
44,Snowflake,regular
44,Data Vault,regular
45,English,B2
45,E-commerce,advanced
45,UX,advanced
45,SQL,advanced
45,A/B Tests,advanced
46,English,C1
46,monitor vessel activity,regular
46,verify data quality,regular
46,review technical documentation,regular
47,AWS,regular
47,PySpark,regular
47,Power BI,regular
47,Azure,regular
47,Google Cloud,regular
47,SQL,regular
47,Python,regular
47,data analysys,regular
47,Business Intelligence,regular
47,Big Data,regular
48,English,B2
48,Python,advanced
48,Apache Spark,advanced
48,Databricks,advanced
48,Azure,regular
48,CI/CD,regular
48,Data Factory,regular
48,ETL,regular
48,AI,nice to have
49,English,B2
49,Pandas / NumPy / Scikit-learn,advanced
49,Python,advanced
49,Machine Learning,regular
49,Feature Engineering,regular
50,SQL,master
50,T-SQL,advanced
50,PL/SQL,advanced
50,ETL,regular
50,SSIS,regular
50,Data Integration,regular
50,Python,junior
50,IBM,nice to have
51,English,C1
51,Informatica Powercenter,regular
51,Databricks,regular
51,Azure,regular
51,Azure DevOps,regular
51,SQL,regular
51,SQL Server,regular
52,Polish,B2
52,English,C1
52,Full-stack BI Development,advanced
52,Snowflake,advanced
52,Power BI,regular
52,Business Analysis,regular
52,Matillion,nice to have
52,Managed Services,nice to have
52,Agile,nice to have
52,Oracle,nice to have
52,SSIS,nice to have
53,Machine Learning,advanced
53,Team Management,advanced
